,metrics,baseline,linear,svm,random_forest,NN,LSTM,BiLSTM
0,mse,0.59780557975173,0.516956678032875,0.5466125171631575,0.6055028423666954,0.5989527821540832,0.545574939250946,0.3785797427408397
1,root_mse,0.7286744534969329,0.6671589285135269,0.6856955170631409,0.7325056180357933,0.7161670327186584,0.6876870170235634,0.5275988392531872
2,r2_score,-0.54437273792827,-0.33623270100315317,-0.4029584573773616,-0.6700697340245346,-0.4682364100983912,-0.3772928166558533,0.056777586009891114
3,adj_r2_score,-0.6995896777433608,-0.47085276980378044,-0.5439734897559685,-0.8362924775975072,-0.6152534730434839,-0.5155968391405814,-0.033957296681776813
4,accuracy,0.5091862623024799,0.5339649217772171,0.5122186877526742,0.49558337234552113,0.5183683699215966,0.522954981746925,0.5678499919192083
5,bal_accuracy,0.3234615536493021,0.2860361842105263,0.272529240335903,0.2638019864392606,0.27702384050162127,0.2772647077654646,0.5422552525626388
