,0,1,2,3,4,5,6,7
0,mse,0.6019988656044006,0.5992074012756348,0.6541579365730286,0.671033501625061,3.615567684173584,0.9416621327400208,0.6832243800163269
1,root_mse,0.7758858799934387,0.7740848660469055,0.8088002800941467,0.819166362285614,1.901464581489563,0.9703927636146545,0.82657390832901
2,r2_score,-0.006283451834254716,-0.0016173765459748246,-0.09347107815257605,-0.12167979973697274,-5.043674768591841,-0.5740544833961236,-0.14205754356296474
3,adj_r2_score,-0.1981429426509025,-0.014883831864464625,-0.10795413879035842,-0.13653648582620415,-5.123723441023521,-0.5792153177679142,-0.15718413354393101
4,accuracy,0.3973941368078176,0.3973941368078176,0.39087947882736157,0.38762214983713356,0.013029315960912053,0.3517915309446254,0.4006514657980456
5,bal_accuracy,0.16666666666666666,0.16666666666666666,0.16393442622950818,0.16706999739786624,0.16666666666666666,0.1721311475409836,0.1700624512099922
