,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
32,7.25,-0.25,0.75,0.07481624304311597,8343.518000364305,2.0,2.0,897.086,4984.723999999999,727.492,10.606,0.0,0.0,34.202,2237.742,0.0,0.0,121.03500000000001,0.0
33,7.6,0.0,1.0,0.10204105896824717,3832.9909992218018,2.0,0.0,3442.2319999999995,2004.3470000000002,74.88000000000001,33.266,0.0,0.0,58.04899999999999,428.97200000000004,68.278,0.0,210.88199999999998,0.0
34,7.4,0.2,1.0,0.09192955182229205,15490.269999265669,2.0,0.0,2212.9539999999997,11360.913,1101.017,38.453,0.0,0.0,63.16,1422.5479999999998,0.0,0.0,423.21500000000003,0.0
35,7.6,0.2,1.0,0.04598568913376553,14535.339999437332,1.0,0.0,1130.8419999999999,8928.472000000002,347.427,18.051,0.0,0.0,42.398,526.598,0.0,0.0,246.944,0.0
36,7.6,-0.4,1.0,0.0509029881940343,22086.478000164043,1.0,0.0,1466.2710000000002,9692.133000000002,4464.975,209.937,0.0,0.0,31.933,2688.5360000000005,51.184,0.0,716.1970000000001,0.0
37,7.2,-0.2,0.8,0.10906106363682748,13973.941999673843,2.0,1.0,817.613,7279.144,650.8319999999999,21.070999999999998,0.0,0.0,68.847,2227.694,63.315999999999995,0.0,347.97400000000005,0.0
38,7.6,-0.2,1.0,0.214248771624235,15482.018999338148,3.0,4.0,864.5190000000001,2567.857,125.556,27.266999999999996,0.0,0.0,46.205,2368.377,470.7729999999999,3.148,315.7629999999999,0.0
39,7.5,0.0,1.0,0.030478923798963695,5700.562000036243,0.0,0.0,1291.3139999999999,2431.4979999999996,1510.221,0.0,0.0,0.0,1056.6839999999997,27.47,0.0,0.0,60.337999999999994,0.0
40,7.6,-0.8,0.8,0.0196753225383989,10807.829999685284,2.0,0.0,1312.001,4697.372,1548.4379999999999,465.253,0.0,0.0,72.584,2423.9329999999995,0.0,0.0,380.1930000000001,0.0
41,7.0,0.0,0.0,0.10275824852950448,7873.291999101639,0.0,0.0,5289.9130000000005,3834.645,1562.533,0.0,333.305,0.0,40.471999999999994,411.485,41.982,0.0,410.436,0.0
42,7.8,-0.4,0.0,0.15105145904074724,9175.6049990654,1.0,0.0,844.9630000000002,3550.6180000000004,504.862,375.022,0.0,0.0,185.78300000000002,89.16599999999998,272.798,0.0,112.295,0.0
43,8.0,-0.4,1.0,0.03706526814765704,15516.951998472214,7.0,4.0,1876.1129999999998,8191.41,470.866,1321.104,0.0,28.098,44.43,4918.942,0.0,0.0,269.56899999999996,0.0
44,7.6,-0.2,0.0,0.07734101929677568,15088.519000768661,0.0,0.0,795.436,7925.918,352.88800000000003,1069.748,0.0,0.0,32.443,771.266,0.0,0.0,11.083,0.0
45,8.0,-0.2,1.0,0.07174088489517205,8186.036000728605,0.0,1.0,753.2569999999998,4539.775999999999,2761.9500000000003,296.313,0.0,0.0,40.568999999999996,205.60199999999998,143.631,30.102,125.60500000000002,0.0
46,8.0,-0.5,1.0,0.1361918083770384,5889.194999456405,0.0,0.0,1758.4379999999999,3381.6890000000003,928.4060000000001,0.0,0.0,0.0,35.525000000000006,494.677,0.0,0.0,0.0,0.0
0,6.333333333333333,0.0,0.0,0.0,4902.626999616626,4.0,1.0,2437.046,3151.8289999999997,88.392,0.0,0.0,0.0,408.106,181.591,0.0,0.0,0.0,0.0
1,6.75,0.5,0.5,0.16806841495032573,10159.769001245493,4.0,0.0,1229.347,4518.116,2511.178,0.0,0.0,0.0,103.69899999999998,103.02799999999999,0.0,0.0,0.0,0.0
2,8.2,0.6,0.8,0.21948438425543756,4512.4710013866425,15.0,1.0,2604.5209999999997,3933.081,88.943,0.0,0.0,0.0,88.72200000000001,212.36399999999998,0.0,0.0,0.0,0.0
3,6.8,0.4,0.4,0.31563175685064315,8182.757000207905,5.0,1.0,1554.558,2596.9889999999996,196.13899999999998,0.0,0.0,0.0,105.536,47.815,567.165,0.0,0.0,0.0
4,7.25,-0.5,0.75,0.23902496021034736,4360.33400130272,10.0,1.0,1777.9769999999999,2154.3709999999996,148.18,0.0,0.0,0.0,86.857,131.59799999999998,0.0,0.0,0.0,0.0
5,7.5,-0.75,0.75,0.28962792490010747,11155.850999116894,10.0,1.0,2230.303,2858.4460000000004,459.604,0.0,0.0,0.0,37.944,388.02099999999996,442.29600000000005,0.0,0.0,0.0
6,6.5,-1.0,-0.5,0.44604368683290135,7589.562002897265,25.0,1.0,1930.266,1852.2560000000003,662.9110000000001,0.0,0.0,0.0,43.204,408.667,780.617,0.0,0.0,0.0
7,6.25,-1.0,0.0,0.26969715703353236,4528.527000665666,8.0,1.0,894.5060000000001,1839.899,388.098,0.0,0.0,0.0,61.865,171.994,1263.1889999999996,0.0,0.0,0.0
8,6.4,0.2,-0.2,0.15612466250149995,2766.6489994525905,5.0,0.0,1073.496,3012.181000000001,532.013,0.0,0.0,0.0,81.80799999999999,232.80100000000002,0.0,0.0,0.0,0.0
9,7.75,-1.25,0.75,0.23051365485645378,4637.388000011446,7.0,0.0,2806.931,2788.7509999999997,459.58899999999994,0.0,0.0,0.0,50.375,148.447,0.0,0.0,0.0,0.0
10,7.2,-1.2,0.4,0.29395346240584214,6069.630000829695,5.0,0.0,1736.744,2533.8489999999997,767.145,0.0,0.0,0.0,41.95,1562.0230000000001,0.0,0.0,0.0,0.0
11,7.25,0.0,0.5,0.228849008922151,5746.980998754501,3.0,0.0,2267.124,2997.043,490.78100000000006,0.0,0.0,0.0,731.853,81.366,0.0,0.0,67.16300000000001,0.0
12,6.8,-0.6,0.6,0.2615983280781395,3969.580999135972,8.0,2.0,1053.115,1245.127,707.6400000000001,0.0,0.0,0.0,125.66900000000001,2717.215,0.0,0.0,0.0,0.0
13,7.25,-0.75,0.25,0.432469355060395,4403.242997646334,4.0,0.0,17416.28,2141.489,1063.268,0.0,0.0,0.0,52.841,523.8539999999999,501.644,0.0,0.0,0.0
14,7.0,-1.0,0.75,0.24188730879396783,3937.041998863219,10.0,1.0,772.787,1110.856,1278.594,0.0,0.0,0.0,113.22800000000001,322.901,0.0,0.0,0.0,0.0
15,7.2,-0.8,0.4,0.15637292366427655,4774.1459991931915,14.0,2.0,1186.299,2481.3219999999997,354.96500000000003,0.0,0.0,0.0,81.741,2038.631,0.0,0.0,0.0,0.0
16,7.4,-0.2,0.8,0.26196053218905446,3297.737997055054,2.0,1.0,2790.014,1322.6100000000001,76.976,0.0,0.0,0.0,186.413,191.12099999999998,345.20000000000005,0.0,0.0,0.0
17,6.4,-0.6,-0.2,0.3191205617996335,6883.828001737594,2.0,0.0,1964.21,2942.4230000000002,1021.4540000000001,0.0,0.0,0.0,128.74400000000003,317.901,0.0,0.0,0.0,0.0
18,5.75,-0.25,0.0,0.32250583990998866,6814.300000905989,2.0,0.0,1269.299,3595.4309999999996,548.787,0.0,0.0,0.0,56.13199999999999,122.42099999999999,318.294,0.0,0.0,0.0
19,6.4,-1.2,0.2,0.22727035660896044,3653.3700008392334,5.0,0.0,1121.689,2809.436,809.7279999999998,0.0,0.0,0.0,148.852,141.32,0.0,0.0,0.0,0.0
20,7.4,0.0,0.6,0.32191972248052525,13067.926001548763,9.0,1.0,1957.0870000000004,2309.659,794.484,0.0,0.0,0.0,100.89699999999999,258.611,388.071,0.0,0.0,0.0
21,4.5,-1.0,-1.25,0.21520952016085246,3649.9679985046396,6.0,0.0,576.385,1224.322,618.98,0.0,0.0,0.0,30.011000000000003,391.54200000000003,0.0,0.0,0.0,0.0
22,6.8,0.0,0.6,0.13652373439609955,6366.526998281479,2.0,0.0,1482.948,3761.1790000000005,737.9159999999999,0.0,0.0,0.0,106.148,2008.184,0.0,0.0,0.0,0.0
23,6.25,-0.25,0.5,0.26195103762156396,4079.1519994735736,10.0,1.0,1184.7780000000002,2265.855,193.47999999999996,0.0,0.0,0.0,134.434,636.2529999999999,0.0,0.0,0.0,0.0
24,7.25,-0.5,0.25,0.24720984804489024,5757.426000595091,12.0,1.0,1427.022,2255.545,627.236,0.0,0.0,0.0,61.397,294.321,0.0,0.0,0.0,0.0
25,7.25,0.25,0.75,0.2607506038432932,7844.238998651505,1.0,1.0,1303.452,2726.237,695.324,0.0,0.0,0.0,141.214,566.807,525.1129999999999,0.0,2.045,0.0
26,6.5,-0.5,0.5,0.4244814273084369,5810.030001163482,7.0,1.0,1548.192,2343.7930000000006,700.7239999999999,0.0,0.0,0.0,136.128,319.645,630.9290000000001,0.0,0.0,0.0
27,6.0,-2.0,-1.0,0.3783017333120428,3658.8190011978145,6.0,1.0,1826.668,1516.767,0.0,0.0,0.0,0.0,11.016,157.19199999999998,362.185,0.0,6.986,0.0
28,7.2,-0.6,0.4,0.28982011828279997,2174.8709976673135,1.0,0.0,510.91299999999995,855.2189999999998,371.5200000000001,0.0,0.0,0.0,79.11199999999998,123.07099999999998,159.64600000000002,0.0,0.0,0.0
29,8.0,0.75,1.0,0.1870740501721279,2773.043000936509,8.0,7.0,809.9720000000002,1822.4769999999999,95.772,0.0,0.0,0.0,21.182,56.817,0.0,0.0,84.488,0.0
30,7.25,-0.5,0.5,0.1736288831786874,701.2870004177096,14.0,1.0,98.26600000000002,445.9169999999999,19.658,0.0,0.0,0.0,0.0,25.386000000000003,0.0,0.0,0.0,0.0
31,6.666666666666667,-0.3333333333333333,0.3333333333333333,0.3532763532763534,109.28399968147278,16.0,1.0,125.13300000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,6.5,0.25,0.0,0.4700854700854705,41.23499965667722,10.0,7.0,2.007,37.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,6.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,5.666666666666667,-0.6666666666666666,-0.3333333333333333,0.5,187.3220000267031,1.0,0.0,10.09,72.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,5.0,-0.6666666666666666,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,5.5,-0.5,-0.5,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,5.666666666666667,-1.3333333333333333,-0.3333333333333333,0.075,13.08000016212468,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.887,0.0,0.0,0.0,0.0
38,5.5,0.0,0.5,0.142857142857143,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,7.0,-0.5,-0.5,0.0344827586206897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,9.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.0,1.0,2.0,0.0,1664.9540009498596,5.0,2.0,168.055,1724.7390000000003,946.017,0.0,0.0,10.046,543.588,0.0,0.0,0.0,0.0,0.0
1,7.8,0.8,1.0,0.1913883086450861,2643.5370004177103,8.0,1.0,482.088,458.49499999999995,3915.524,0.0,0.0,0.0,89.216,0.0,168.54500000000002,0.0,4.35,0.0
2,8.2,-0.2,1.2,0.1002466983942117,5048.337000608444,1.0,1.0,492.57600000000014,1503.1219999999998,1741.3909999999996,36.364,0.0,161.998,251.529,0.0,275.405,0.0,0.0,44.854
3,7.8,-0.6,1.4,0.090740222421567,6248.045999526979,3.0,0.0,92.246,2282.336,3908.0429999999997,105.217,0.0,125.32500000000002,851.0169999999998,0.0,0.0,11.064,5.136,0.0
4,7.8,-0.4,1.2,0.13276828552349199,3791.1120002269754,6.0,1.0,1044.4950000000003,1305.098,1351.4160000000002,447.543,0.0,141.076,133.63,0.0,0.0,47.324,28.843,0.0
5,8.25,0.5,1.0,0.0911532011403041,3985.9769988059993,1.0,0.0,118.63900000000001,1294.7890000000002,2355.8729999999996,87.141,0.0,20.684,72.68,0.0,12.84,7.649,0.0,0.0
6,7.75,0.25,0.5,0.10319575369873081,3275.6320016384116,3.0,1.0,588.336,931.6619999999999,1653.7569999999998,0.0,0.0,13.437,60.032,0.0,0.0,0.0,17.490000000000002,0.0
7,8.0,-0.5,1.5,0.10467928797906655,3250.441998243332,3.0,0.0,277.526,940.879,3351.7909999999997,0.0,0.0,46.206,246.37600000000003,0.0,0.0,63.787000000000006,7.045,0.0
8,8.6,-0.2,1.6,0.16337733775865063,2261.391000509263,0.0,1.0,19.31,152.928,2529.228,49.371,0.0,0.0,104.425,0.0,0.0,0.0,0.0,0.0
9,8.4,-0.2,1.0,0.16465071526667882,3568.718999385834,1.0,0.0,12.869,1223.623,2039.814,0.0,0.0,26.284,186.05399999999997,0.0,0.0,35.267,0.0,31.955000000000002
10,7.4,0.4,0.6,0.0836335845955087,9398.243999958038,3.0,1.0,2044.996,4412.6849999999995,1699.4680000000003,77.49100000000001,0.0,0.0,98.786,0.0,0.0,0.0,5.16,0.0
11,7.6,0.4,0.4,0.09741434014631097,3205.793999433517,2.0,0.0,543.6630000000001,711.7979999999999,1626.5539999999999,58.641,0.0,62.49,203.23399999999998,0.0,0.0,0.0,0.0,0.0
12,7.4,0.2,0.6,0.0786881382869165,3364.2400007247934,2.0,0.0,854.198,820.558,1981.5039999999997,65.43900000000001,0.0,18.698999999999998,98.842,0.0,54.144999999999996,0.0,0.0,0.0
13,7.8,0.0,1.0,0.08363645439998374,2312.74599981308,1.0,0.0,19586.765999999992,685.184,2093.16,72.10300000000001,0.0,0.0,91.237,0.0,0.0,20.192,29.197000000000003,0.0
14,7.8,0.2,1.4,0.0871065604162596,3231.4439988136282,0.0,3.0,617.0930000000001,804.0909999999999,1371.565,47.284,0.0,6.163,902.6700000000001,0.0,0.0,315.509,0.0,0.0
15,7.6,1.2,1.0,0.11442793762963631,3852.661998987194,6.0,0.0,263.05899999999997,1110.404,2295.814,0.0,0.0,106.48599999999999,60.862,0.0,19.695999999999998,0.0,0.0,0.0
16,6.8,0.2,0.8,0.07677201548523706,6028.5489985942895,0.0,0.0,11.062999999999999,730.3430000000001,4234.2,0.0,0.0,0.0,1024.5929999999998,0.0,0.0,23.094,0.0,0.0
17,7.4,0.2,1.0,0.14406393678902962,5035.644999742507,2.0,0.0,596.011,1787.4450000000002,2513.8120000000004,88.197,0.0,124.68100000000001,72.08200000000001,0.0,0.0,82.764,0.0,0.0
18,7.4,0.4,1.2,0.10383088896536452,4475.891999959949,2.0,1.0,873.53,683.3639999999999,1307.637,27.089,0.0,1494.864,70.913,0.0,0.0,11.128,0.0,0.0
19,7.8,0.6,1.0,0.0921222333052219,1773.7219996452322,0.0,0.0,23.843000000000004,763.865,984.3600000000001,31.735,0.0,16.27,74.42,0.0,0.0,50.254,0.0,0.0
20,7.4,0.4,1.0,0.1080663991151945,7018.261001348491,0.0,2.0,103.68900000000001,1778.979,2776.3279999999995,0.0,0.0,5.217,95.092,13.22,0.0,2239.937,0.0,0.0
21,7.6,0.2,1.0,0.12018808327176551,4983.920999288562,0.0,0.0,102.15899999999999,1698.898,3128.489,17.149,0.0,9.16,354.09200000000004,0.0,0.0,28.343,4.513,0.0
22,7.666666666666667,0.3333333333333333,1.0,0.12703734227128452,2492.817999362946,6.0,0.0,19477.059,229.648,12054.725999999999,0.0,0.0,0.0,1072.477,0.0,0.0,21.096,9.33,0.0
23,7.4,0.2,1.0,0.07813754216620179,7752.552998781203,1.0,1.0,1391.461,2391.052,3217.9339999999997,0.0,0.0,643.756,4335.307,0.0,0.0,0.0,0.0,0.0
24,7.0,0.0,0.8,0.09289626571780712,4230.447000265119,0.0,1.0,1808.0780000000002,3571.217,1152.6689999999999,28.19,0.0,8.073,58.008,41.365,0.0,11.226,17.303,0.0
25,7.6,0.2,0.8,0.11955499852139129,3964.784998178483,6.0,0.0,726.5000000000001,2245.302,1850.042,0.0,0.0,6.025,100.23500000000001,0.0,0.0,12.082,0.0,0.0
26,8.0,0.8,1.0,0.11476816921494709,5334.56700015068,2.0,0.0,244.239,1454.3010000000002,3481.064,18.113,0.0,33.186,175.38,0.0,0.0,38.227999999999994,7.662,0.0
27,7.25,0.25,0.75,0.14085924635236632,5006.50600028038,4.0,2.0,1816.36,2048.2860000000005,1159.785,172.576,0.0,0.0,167.096,0.0,0.0,101.287,31.331,0.0
28,7.5,0.0,1.0,0.07387608289940913,6253.737000465391,6.0,0.0,1751.578,1206.113,4304.597,0.0,0.0,183.844,47.28200000000001,0.0,0.0,18.267,7.954,0.0
29,7.8,0.6,0.8,0.20822977708940202,1441.918000221252,4.0,1.0,117.62400000000001,1155.189,66.705,0.0,0.0,0.0,53.494,0.0,69.034,0.0,0.0,0.0
30,7.5,0.25,1.0,0.1468526372239469,3489.1269993782043,3.0,2.0,489.672,993.986,1528.4879999999998,0.0,0.0,0.0,49.111000000000004,0.0,26.617,225.16000000000003,0.0,0.0
31,7.4,0.2,1.0,0.020845805030771478,6019.938000440603,3.0,0.0,723.0600000000001,242.13599999999997,4016.5240000000003,23.194,0.0,0.0,1681.2970000000003,0.0,167.219,0.0,5.461,0.0
32,7.6,0.4,0.8,0.09285561446082308,3493.3910002708426,0.0,0.0,126.094,1806.5020000000002,2342.385,0.0,0.0,39.548,73.49100000000001,0.0,0.0,23.108,0.0,0.0
33,7.0,0.6,0.8,0.1203897193369119,4272.4279997348785,0.0,1.0,145.374,1479.562,2393.742,159.123,0.0,0.0,58.527,0.0,0.0,24.156,0.0,0.0
34,7.4,-0.2,1.0,0.10600109223606824,4893.604000329971,0.0,0.0,115.675,2815.1409999999996,1748.1070000000002,52.354,0.0,0.0,159.01399999999998,0.0,0.0,17.439,0.0,0.0
35,7.5,-1.0,1.0,0.10616761822048394,10863.719999790188,0.0,0.0,42.124,7931.9760000000015,3332.9510000000005,43.303,0.0,178.498,57.62399999999999,0.0,0.0,54.501,10.174,0.0
36,7.5,-0.25,1.0,0.26914225033438455,3489.0539994239807,4.0,5.0,443.29100000000005,586.442,2737.0319999999997,0.0,0.0,0.0,90.04600000000002,19.455000000000002,0.0,0.0,0.0,0.0
37,7.6,-1.4,1.0,0.06555207175889922,5290.936999082568,0.0,0.0,8.94,876.2230000000001,7382.021,0.0,0.0,0.0,2434.284,0.0,540.932,56.349999999999994,0.0,0.0
38,7.0,-1.4,1.0,0.08262849034113322,3365.22000002861,1.0,0.0,118.209,2852.1900000000005,3497.5219999999995,28.117,0.0,0.0,47.72,7.876,0.0,16.492,13.238,0.0
39,7.2,-0.6,1.0,0.1186958482249048,3669.9149987697606,0.0,0.0,20.779,1792.613,1007.323,479.4939999999999,0.0,6.506,66.649,0.0,0.0,13.057,0.0,0.0
40,7.0,-1.2,1.0,0.08969224082903049,4097.972999095917,0.0,0.0,191.08799999999997,1863.6949999999997,2006.6939999999997,0.0,0.0,0.0,85.207,0.0,0.0,41.5,16.27,0.0
41,7.2,-0.8,1.0,0.13638883459215953,3744.9600000381465,1.0,0.0,1824.377,1083.126,3026.651,0.0,0.0,61.166,80.12700000000001,0.0,112.24,0.0,12.198,0.0
42,7.6,-1.2,1.4,0.13437692269476761,6631.174000263214,10.0,1.0,274.71500000000003,1102.3259999999998,4098.996999999999,43.224000000000004,0.0,0.0,713.9780000000001,0.0,49.673,0.0,28.902,0.0
43,7.75,-0.4,1.0,0.1389189314363011,7432.300000190738,5.0,0.0,550.479,924.1080000000001,3330.291,0.0,0.0,0.0,54.141000000000005,0.0,72.50900000000001,15.146,11.342,0.0
44,7.4,-1.2,0.8,0.06616240664834473,3048.189000368119,4.0,0.0,80.634,192.146,2692.8390000000004,0.0,0.0,0.0,37.760000000000005,0.0,0.0,41.416,0.0,0.0
45,7.25,-1.0,1.0,0.10118200505539371,3253.5099997520465,2.0,1.0,124.64399999999999,946.4380000000001,1635.675,13.243,0.0,0.0,249.24900000000002,0.0,130.482,140.589,6.155,0.0
46,7.666666666666667,-0.6666666666666666,1.0,0.09445035643820726,3511.5200004577637,0.0,0.0,719.681,1327.231,1184.998,0.0,0.0,13.905000000000001,259.949,0.0,0.0,37.386,0.0,0.0
0,8.0,-1.0,2.0,0.0,5622.509999036791,3.0,0.0,257.071,4362.429,269.40900000000005,0.0,0.0,0.0,358.41499999999996,468.64899999999994,0.0,0.0,28.656999999999996,0.0
1,6.2,0.0,0.4,0.0,8903.782000064852,3.0,0.0,797.809,6364.988,2050.8260000000005,0.0,0.0,0.0,174.93099999999998,683.573,0.0,186.877,41.317,0.0
2,6.333333333333333,-0.6666666666666666,0.0,0.0,5548.048998832702,3.0,0.0,389.773,4189.964,780.33,0.0,0.0,0.0,88.685,0.0,0.0,55.344,28.372999999999998,0.0
3,6.0,-0.4,0.4,0.08337052096204703,5613.824001312256,0.0,2.0,839.5970000000001,1774.029,1020.8220000000002,0.0,0.0,0.0,148.272,0.0,0.0,7.0680000000000005,19.328000000000003,0.0
