,labels,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,FH,T,SQ,Q,DR,RH,N,R,S,O,Y,nmbr_moods,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,April,February,March,May,June,mood_moving,mood_cumulative,mood_exponential,circumplex.valence_moving,circumplex.valence_cumulative,circumplex.valence_exponential
0,7.0,-0.18620780760542524,-0.23072762557183496,0.0036277489464421843,-0.09003902582709379,-0.7951989941419263,-0.9337217843594983,1.4643405743076203,-0.985869759748669,-1.7187829130620278,-0.4284526363322074,0.0,-0.32237785572921496,-0.46533173485007173,0.08066804104383574,-0.07230899963273289,-0.5234123802242173,5.397869086167938,-0.366345426936459,0.0,1.505014075232519,-1.5903836388886337,-0.9273637009925126,-1.1780866441407194,-0.2306856624733769,-0.4859250198189901,0.2066973486779227,1.6438827453436766,0.0,-0.30597954471071515,0.0,-1.8020948776920274,0,0,1,0,0,0,0,0,0,1,0,0,-0.20441368861471138,0.6010395612449013,-0.13050537699208237,0.05319333538773025,0.22710350465742496,0.11417698467569624
1,5.8,-0.18620780760542524,-1.2186318252033537,0.0036277489464421843,-2.098150555494783,4.09045705364096,-0.10857230050691838,-0.5229787765384357,-0.2276623579869861,1.3969620772286562,-0.241298530341177,0.0,-0.32237785572921496,-0.46533173485007173,-0.5299957524173908,5.982497490909217,-0.5234123802242173,0.11849795085096633,0.3798754243492927,0.0,0.24092321766950597,-1.864596930573462,0.14642584752513346,-0.6445734615448655,-0.011534283123668965,0.31896616685554224,-0.14499664758003547,1.6438827453436766,0.0,-0.30597954471071515,0.0,0.7032565376359131,0,0,0,1,0,0,0,0,0,1,0,0,-0.20441368861471138,0.6010395612449013,-0.13050537699208237,0.05319333538773025,0.22710350465742496,0.11417698467569624
2,6.2,-2.6122295295503957,-0.7246797253875944,-3.304879290208959,-0.2988529243924146,-0.049537136972690535,-0.9337217843594983,-0.5229787765384357,1.6284104043174183,-0.8412712301344926,-0.25567054711149645,0.0,-0.32237785572921496,-0.46533173485007173,0.4794839080849307,0.06807060507710015,-0.36743000496885797,0.1322765438830027,-0.2601949653065266,0.0,-1.0614734234560226,-1.724443470378994,1.220215396042779,0.43503576172693215,-0.4498370418230848,-0.2965388582485119,-1.6690039646978547,-0.7133830781680107,0.0,-0.30597954471071515,0.0,0.7032565376359131,0,1,0,0,0,0,0,0,0,1,0,0,-1.4674576182666272,-2.176843762807983,-2.488814729748997,-1.7435593265978109,-3.2900674575051374,-3.2951379452888614
3,7.0,-1.803555622235405,-1.2186318252033537,-1.099207930772025,-1.3523610678840676,1.648581966402636,-0.9337217843594983,-0.5229787765384357,1.0438326559918176,0.15611595623330557,4.894351502708692,0.0,-0.32237785572921496,-0.46533173485007173,0.11251014013656253,-0.22512235104446812,0.1965050468466482,0.08253225817874471,-0.366345426936459,0.0,-0.14213461795564933,-1.3953875203572002,0.7321292376256673,0.14311345426882358,-0.4498370418230848,-0.2965388582485119,-1.3173099684398963,-0.7133830781680107,0.0,-0.30597954471071515,0.0,0.7032565376359131,0,0,0,0,0,1,0,0,0,1,0,0,-1.7832186006796082,-2.871314593821209,-2.488814729748997,-1.7435593265978109,-3.2900674575051374,-2.442809212797722
4,7.0,-0.18620780760542524,-0.8481677503415342,0.6929000487704842,0.35106091482915597,-0.024507508530347555,-0.10857230050691838,1.4643405743076203,-0.6475533494311556,0.7408857539156802,0.31068571780600507,0.0,-0.2387441270470529,-0.46533173485007173,1.5432150534906983,-0.19151854673790583,-0.4352704654259606,-0.2731867433387665,-0.366345426936459,0.0,-1.367919691956147,-1.982407085519536,-0.439277542575401,-0.9113300528427927,-0.011534283123668965,-0.34388539864113143,-0.2622279796660215,0.8581274708397808,0.0,-0.30597954471071515,0.0,-0.13186060080673376,0,0,0,0,0,0,1,0,0,1,0,0,-1.4674576182666301,-2.176843762807989,-1.5454909886462311,-1.1596147114525102,-2.1469868948023048,-0.9938503675627851
5,7.0,-0.18620780760542524,1.6215927487372626,0.6929000487704842,-0.2883098326576285,-0.40112489176266697,-0.9337217843594983,-0.5229787765384357,-0.3006747368553541,-0.8203666469868294,0.9633110075830581,0.0,0.46086445834880974,-0.46533173485007173,-0.4598419549122393,-0.22163853051547636,-0.35515814098241233,1.5270316188070385,-0.366345426936459,0.0,0.7005926204196925,-0.6479023993200392,0.862285546536897,0.31172375254204154,-0.4498370418230848,-0.34388539864113143,-1.024231638224931,-0.3205054409160628,0.0,-0.30597954471071515,0.0,-0.13186060080673376,0,0,0,0,1,0,0,0,0,1,0,0,-1.4674576182666301,-1.71386320879917,-1.0738291180948483,-0.9350206287043172,-1.3849331863337484,-0.2693709449453164
6,7.25,-0.18620780760542524,1.251128673875443,0.5550455888056757,0.35581697758259323,-0.9967257389795299,-0.9337217843594983,-0.5229787765384357,-1.1753517972380354,-0.5141186554395869,-0.2974543539519406,0.0,-0.2466783181478659,-0.46533173485007173,-0.5702373561295679,-0.22512235104446812,-0.49938347191124516,-0.4500472546508553,-0.366345426936459,0.0,0.5090637026071146,0.06505215906051409,1.5456061683208537,0.8804689377621494,-0.4498370418230848,-0.2965388582485119,-1.5517726326118686,-0.7133830781680107,0.0,-0.30597954471071515,0.0,0.7032565376359131,1,0,0,0,0,0,0,0,0,1,0,0,-1.4674576182666301,-1.3831628130785893,-0.7593878710605912,-0.755345362505763,-0.9034157331805404,0.14258794242540154
7,7.0,0.31921338446644354,0.3867124991978642,1.382172348594526,0.2479745338006182,-0.15771917124071339,-0.9337217843594983,-0.5229787765384357,0.3996762502856259,-0.21833888589393977,-0.4418429776812781,0.0,1.289386564611705,-0.46533173485007173,-0.3798030807469127,-0.20270520472442405,-0.299457846459218,-0.192902811375926,-0.366345426936459,0.0,-0.3719693193307426,0.6114475328621347,1.122598164359357,0.5658974857598774,-0.4498370418230848,-0.2965388582485119,-1.4931569665688753,-0.7133830781680107,0.0,-0.30597954471071515,0.0,-0.13186060080673376,0,0,1,0,0,0,0,0,0,1,0,0,-0.5517507692689897,-0.9181153815965218,-0.3041031487922397,0.7718944001819473,-0.2125428656128947,0.843391566918116
8,7.5,-0.18620780760542524,-0.23072762557183496,0.5550455888056757,0.5231840695228063,-0.6413667053375953,-0.10857230050691838,-0.5229787765384357,-0.5542969244619546,-1.2169802313929419,0.23442740551065402,0.0,-0.013899741328718615,-0.46533173485007173,-0.1457144010179827,-0.10454183682210554,-0.5234123802242173,0.11524398107655329,1.3337513564097798,0.0,-1.099779207018538,0.9405034828839279,0.04880861584171079,-0.12867628026113964,-0.4498370418230848,-0.2965388582485119,0.17738951565642627,-0.7133830781680107,0.0,-0.30597954471071515,0.0,0.7032565376359131,0,0,0,1,0,0,0,0,0,1,0,0,-0.04653319740822224,-0.7493203879474762,-0.24623722485885305,1.3109201987776102,0.03170511787061666,0.8844296170010228
9,7.5,0.8246345765383123,-0.8481677503415342,1.382172348594526,0.06255179883303123,0.7251140426268236,-0.10857230050691838,-0.5229787765384357,1.237463577429555,1.6985337641169431,0.8262601211464017,0.0,-0.008419677773531194,-0.46533173485007173,-0.4486051415303237,-0.1610096263021523,-0.3870091154460946,-0.4354872943545171,-0.366345426936459,0.0,-0.3719693193307426,1.19846709802447,0.5368947742588228,0.09026545033244165,-0.4498370418230848,-0.2965388582485119,-0.2622279796660215,-0.7133830781680107,0.0,-0.30597954471071515,0.0,-0.13186060080673376,0,1,0,0,0,0,0,0,0,1,0,0,0.269227785004756,-0.2670489775216262,0.2836545062544282,1.535514281525803,0.49089132681961734,1.3379526833018636
