,labels,mood,circumplex.arousal,circumplex.valence,activity
0,7.0,-0.18620780760542524,-0.23072762557183496,0.0036277489464421843,-0.09003902582709379
1,5.8,-0.18620780760542524,-1.2186318252033537,0.0036277489464421843,-2.098150555494783
2,6.2,-2.6122295295503957,-0.7246797253875944,-3.304879290208959,-0.2988529243924146
3,7.0,-1.803555622235405,-1.2186318252033537,-1.099207930772025,-1.3523610678840676
4,7.0,-0.18620780760542524,-0.8481677503415342,0.6929000487704842,0.35106091482915597
5,7.0,-0.18620780760542524,1.6215927487372626,0.6929000487704842,-0.2883098326576285
6,7.25,-0.18620780760542524,1.251128673875443,0.5550455888056757,0.35581697758259323
7,7.0,0.31921338446644354,0.3867124991978642,1.382172348594526,0.2479745338006182
8,7.5,-0.18620780760542524,-0.23072762557183496,0.5550455888056757,0.5231840695228063
9,7.5,0.8246345765383123,-0.8481677503415342,1.382172348594526,0.06255179883303123
10,7.0,0.8246345765383123,-0.23072762557183496,2.76071694824261,1.7422484990676042
11,7.0,-0.18620780760542524,1.0041526239675633,0.0036277489464421843,1.1929753780413512
12,7.0,-0.18620780760542524,1.0041526239675633,0.0036277489464421843,-0.23145352177513884
13,6.5,-0.18620780760542524,2.239032873506962,0.0036277489464421843,2.1683855949672677
14,7.0,-1.1970501917491627,1.6215927487372626,0.0036277489464421843,0.1753821914220735
15,5.75,-0.18620780760542524,-0.23072762557183496,-1.099207930772025,-0.9814584658999481
16,6.6,-2.713313767964769,-0.8481677503415342,-2.0641891505256837,0.05330200717272835
17,7.2,-0.994881714920416,0.2632244742439244,-1.099207930772025,-1.9394323176477553
18,7.0,0.21812914605207012,-1.2186318252033537,0.5550455888056757,0.045787076022657934
19,7.0,-0.18620780760542524,-0.23072762557183496,-0.5477900909127913,-1.2322635546373528
20,7.75,-0.18620780760542524,0.7571765740596837,0.0036277489464421843,-0.43012858915834834
21,7.2,1.330055768610181,-0.8481677503415342,0.0036277489464421843,-0.6532463108388921
22,7.25,0.21812914605207012,1.251128673875443,0.0036277489464421843,-0.20476193530106862
23,7.4,0.31921338446644354,-0.23072762557183496,0.0036277489464421843,-0.7718779657861237
24,7.4,0.6224660997095655,-0.23072762557183496,0.0036277489464421843,0.003001015491677181
25,7.6,0.6224660997095655,2.239032873506962,1.106463428664909,1.3295732692641171
26,7.75,1.0268030533670591,0.7571765740596837,0.0036277489464421843,0.04220131935855735
27,7.75,1.330055768610181,-0.23072762557183496,0.0036277489464421843,-0.4462537375543042
28,7.2,1.330055768610181,1.0041526239675633,0.0036277489464421843,2.241541110040843
29,6.2,0.21812914605207012,-1.2186318252033537,0.0036277489464421843,0.4358243883404717
30,7.0,-1.803555622235405,0.2632244742439244,-1.6506257706312586,0.21448974605108684
31,7.4,-0.18620780760542524,-0.23072762557183496,0.0036277489464421843,-1.8467926640073065
32,7.8,0.6224660997095655,-0.23072762557183496,0.0036277489464421843,1.5689951707015604
33,7.5,1.4311400070245544,-0.7246797253875944,0.5550455888056757,0.05133509678048576
34,7.0,0.8246345765383123,-1.4656078751112334,0.0036277489464421843,0.34864443941975104
35,7.6,-0.18620780760542524,-0.7246797253875944,0.0036277489464421843,-0.14228477823393426
36,7.4,1.0268030533670591,-0.7246797253875944,0.0036277489464421843,-0.08480435676317442
37,9.0,0.6224660997095655,-0.7246797253875944,0.5550455888056757,-0.0618029928510945
0,7.4,2.1481180585725808,-1.1641789017952202,2.395180401879635,-1.0643695978329353
1,6.4,1.1482978184811168,-1.0067346810062698,-0.8872337359817685,-1.0643695978329353
2,6.6,-0.5180692483379906,0.2528190853053339,0.8633871375443137,-1.0643695978329353
3,7.2,-0.18479583497417032,-1.6365115641620718,-0.8872337359817685,-1.0643695978329353
4,6.6,0.815024405117295,-1.3216231225841706,0.425731919162793,-0.3471778288903016
5,6.4,-0.18479583497417032,0.2528190853053339,0.425731919162793,-0.4275313711733239
6,5.666666666666667,-0.5180692483379906,-0.37695779785046796,0.425731919162793,-0.9978919294104452
7,6.8,-1.7400717640053363,0.672670340742535,-0.15780837201256767,-0.546527464523607
8,6.5,0.14847757838965145,1.1974844100390365,1.301042355925834,-0.3489960763221608
9,7.0,-0.35143254165608045,0.4102633060942843,0.7539733329489334,-0.27563940456406594
10,6.4,0.48175099175347325,-0.37695779785046796,-0.8872337359817685,-0.2557710348093785
11,6.0,-0.5180692483379906,-0.37695779785046796,0.8633871375443137,0.2032713079852014
12,5.6,-1.1846160750656343,0.5677075268832347,0.425731919162793,-0.034712362432542616
13,6.0,-1.8511629017932778,-0.062069356272567,-0.8872337359817685,0.006144586691729944
14,6.5,-1.1846160750656343,-0.37695779785046796,-0.34016471300486784,2.421512431680521
15,6.0,-0.35143254165608045,-1.5577894537675965,0.7539733329489334,-0.03113608278365737
16,5.4,-1.1846160750656343,-1.1641789017952202,0.2069043099720328,1.9183547289432215
17,6.0,-2.184436315157098,0.2528190853053339,-0.8872337359817685,-0.4414520435015064
18,5.8,-1.1846160750656343,-0.7705683498228442,-0.8872337359817685,0.5272597637576544
19,6.4,-1.517889488429456,-1.0067346810062698,0.425731919162793,2.6381557563692666
20,6.25,-0.5180692483379906,-0.6918462394283689,-0.8872337359817685,-0.7043908340811007
21,6.2,-0.7680243083608573,-1.1641789017952202,-0.8872337359817685,-0.9183531036985364
22,7.0,-0.8513426617018124,-0.6918462394283689,0.8633871375443137,0.6374745352682608
23,6.75,0.48175099175347325,-0.37695779785046796,1.301042355925834,-0.030897537203300744
24,7.0,0.06515922504869638,-0.37695779785046796,-0.8872337359817685,1.2966974021401851
25,6.4,0.48175099175347325,-0.6918462394283689,1.301042355925834,-0.04356391484281319
26,7.2,-0.5180692483379906,-0.37695779785046796,-0.8872337359817685,-0.5930858328569006
27,6.6,0.815024405117295,-0.37695779785046796,-0.8872337359817685,1.7724973547055562
28,7.0,-0.18479583497417032,-0.062069356272567,1.301042355925834,0.4640427893241257
29,7.0,0.48175099175347325,1.1974844100390365,1.301042355925834,-0.5969031525403686
30,6.4,0.48175099175347325,1.5910949620114128,-0.8872337359817685,-1.0643695978329353
31,7.0,-0.5180692483379906,-0.37695779785046796,-0.8872337359817685,-0.5274345836512842
32,6.6,0.48175099175347325,0.8825959684611357,-0.8872337359817685,-0.6610468846339874
33,7.25,-0.18479583497417032,0.5677075268832347,-0.8872337359817685,-0.4737410822331196
34,7.0,0.8983427584582501,1.5910949620114128,-0.8872337359817685,0.565489224907673
35,6.8,0.48175099175347325,-1.3216231225841706,-0.8872337359817685,0.6655196848364628
36,7.2,0.14847757838965145,-0.37695779785046796,-0.8872337359817685,-0.9493737052374046
37,7.0,0.815024405117295,2.1421497347727394,-0.8872337359817685,1.1098281262591405
38,7.25,0.48175099175347325,1.722298479335538,1.301042355925834,-1.0643695978329353
39,6.6,0.8983427584582501,1.1974844100390365,-0.8872337359817685,-0.955725556501866
40,7.25,-0.18479583497417032,0.8825959684611357,0.8633871375443137,-0.4153404098878751
41,5.4,0.8983427584582501,0.8038738580666605,-0.8872337359817685,-0.09557160152410059
42,7.2,-2.184436315157098,-0.6918462394283689,-1.3248889543632891,-0.9021704789655617
43,6.75,0.815024405117295,0.5677075268832347,1.301042355925834,-0.05761644624234161
44,7.2,0.06515922504869638,0.4102633060942843,-0.8872337359817685,3.1280381691478993
45,8.0,0.815024405117295,-0.6918462394283689,-0.8872337359817685,0.37401166451689444
46,7.0,2.1481180585725808,1.1974844100390365,1.301042355925834,1.157518627518751
47,7.0,0.48175099175347325,-1.1641789017952202,1.301042355925834,-0.6399852782906662
48,7.0,0.48175099175347325,0.2528190853053339,-0.8872337359817685,-0.5958066874536727
49,8.0,0.48175099175347325,-0.37695779785046796,-0.8872337359817685,0.16949191315115913
50,7.0,2.1481180585725808,2.7719266179285413,1.301042355925834,0.12486929202264709
