,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.6546854942233634,0.3956140350877192,0.5448564593301436,0.4834791771400699,0.2709490144130182,0.22631578947368425,0.13157894736842105,0.3277350506461122,0.494672620130866,0.13067337727478748,0.0,0.05335725638254574,0.10778613905581987,0.11731923266786959,0.03626548609226958,0.1088441836864216,0.07695856582446288,0.06234301313898064,0.0,0.3433704453441296
1,0.5041913214990139,0.37122252747252743,0.3561463046757165,0.25388026570694044,0.1088414098940429,0.27403846153846156,0.11666666666666667,0.21543880878764557,0.15249762424821278,0.059646131790848884,0.10343069886591647,0.019230769230769232,0.0,0.20553262657870539,0.21466663557922278,0.027081049195314264,0.019230769230769232,0.032342017894322214,0.034003831417624523,0.40402258292166543
2,0.7050072568940492,0.43304843304843305,0.6580128205128205,0.45320261977046056,0.5103791839255141,0.17307692307692307,0.10714285714285714,0.2086251490144375,0.30562658152466343,0.16647064401766698,0.0,0.0,0.07482200816235883,0.13946855649537088,0.11975012989025108,0.04421992241892571,0.056946140165879115,0.029958185471657475,0.0,0.4031339031339031
3,0.48886684303350975,0.5048309178743962,0.46706349206349207,0.23587882312374936,0.39566801523324796,0.14055299539170507,0.17857142857142858,0.3731985480229271,0.31513412377175337,0.39561130269141226,0.023809523809523808,0.0,0.03249289623898812,0.12141276637506249,0.41612787191285616,0.05899376303063005,0.03793642019180991,0.1659559272276327,0.0,0.3446003401360544
4,0.5557036247334757,0.4716417910447761,0.6002132196162048,0.2381980727115687,0.3428658865722193,0.15091210613598674,0.0788912579957356,0.11287361442366933,0.1665714069612583,0.07880682480767917,0.0,0.0,0.014925373134328358,0.06360232976345216,0.2862135648590407,0.1159563216196148,0.04718822591384864,0.13573077540338013,0.07622433834808143,0.3579424307036247
5,0.5604508196721312,0.3961233116816167,0.5554254488680719,0.211732226358617,0.3114463966254772,0.07377049180327869,0.11097099621689785,0.04525479281338523,0.13247719804755406,0.03411161419366889,0.0,0.0,0.04420932430240755,0.04540622979193682,0.12703448744245946,0.03600438127008961,0.04894023587975272,0.06629675828234999,0.0,0.3944954128440367
6,0.5750759878419452,0.5988652482269503,0.5472340425531914,0.3029604052257801,0.43627146229913005,0.18494271685761046,0.2085106382978724,0.9480666663141823,0.4162430846704049,0.26712399140234033,0.0,0.02127659574468085,0.0,0.18379654619378438,0.2706149205536077,0.16159029549720963,0.1672380982656574,0.02483004231035088,0.0,0.38356431778254924
7,0.5118001722652885,0.5076028622540252,0.5287929125138429,0.2901592727459178,0.2163482377764727,0.06718346253229975,0.12790697674418605,0.09297656468249654,0.1430357589920366,0.09755628343272287,0.07091567974951979,0.023255813953488372,0.03388277591817773,0.08385119864983152,0.1563067167549964,0.031493972043356765,0.023255813953488372,0.023255813953488372,0.0,0.3778536377213569
8,0.5608695652173913,0.6043478260869566,0.6816425120772948,0.11326719753414304,0.2433655801401038,0.08333333333333333,0.12318840579710144,0.1709059297344009,0.15178517312250997,0.12125491002869807,0.03606638768707,0.1734976431762718,0.0,0.09314591724150305,0.1838122652000649,0.021739130434782608,0.07588112287364594,0.021739130434782608,0.0,0.37076186677303546
9,0.6138211382113822,0.5129177958446252,0.43035230352303516,0.32975764589930184,0.49116889771052136,0.08672086720867209,0.13773314203730272,0.23909077057345146,0.3143874028468696,0.13573992667668855,0.05777102610925425,0.0,0.05639589349882654,0.15661744391444016,0.4646038611253508,0.16083874972957207,0.0,0.09663791464278924,0.0,0.42508710801393723
10,0.5207475994513033,0.48861882716049376,0.6467978395061729,0.21356801714765955,0.16512602920512634,0.17636684303350966,0.07407407407407407,0.20277034652635506,0.14379356174620972,0.03675683175148896,0.018518518518518517,0.0,0.04386216786051248,0.045620967632816985,0.05425122113061595,0.043271072796934866,0.018518518518518517,0.025077504467498037,0.0,0.4143730886850153
11,0.38569604086845466,0.49741379310344824,0.5420258620689655,0.464969683890377,0.4517602220937763,0.2844827586206897,0.16009852216748766,0.17751727675550003,0.4980440506182229,0.09884501880287735,0.047667808554658526,0.1335692646901315,0.1582597537632952,0.2750132961596577,0.2080127197412416,0.11061992148818088,0.034482758620689655,0.034482758620689655,0.2157603662411273,0.3986080354318253
12,0.586373873873874,0.5681818181818181,0.6551851851851851,0.4776388341732317,0.3225071885524325,0.29300000000000004,0.1464285714285714,0.09040309555197781,0.4068201048844253,0.17431539102365506,0.0,0.0,0.0,0.1215093058305425,0.13791506192921796,0.12437467789855679,0.0,0.047545805321465774,0.0,0.4351415094339622
13,0.6433333333333333,0.4650370370370372,0.49145299145299143,0.37662114620268555,0.33428501974403774,0.4133333333333334,0.16666666666666666,0.24657030483851364,0.3196391396448536,0.05797422280813031,0.0,0.03632769624093291,0.0,0.09523202607810277,0.026434938087762684,0.04794464700345421,0.05033296604859791,0.02374405825719987,0.0,0.35963302752293574
14,0.4417989417989417,0.6599206349206348,0.5337301587301587,0.31912452512497114,0.3818349091186254,0.12946428571428573,0.16666666666666666,0.0931421187198269,0.27865786846022317,0.10534180920017726,0.14165366946323962,0.0,0.10218587386009972,0.10128924316782276,0.15979860950432917,0.10675363520597034,0.023809523809523808,0.1221866939620899,0.0,0.4296343537414965
15,0.5558922558922558,0.769090909090909,0.5859090909090909,0.3022054999827696,0.38293913179852473,0.1340909090909091,0.16969696969696968,0.08689320854543349,0.20633391821456235,0.26174656938789465,0.02451146422608967,0.026868508662110626,0.07752882464015283,0.09409301261635374,0.3475970344400878,0.05024789433315089,0.01818181818181818,0.09841494769552322,0.0,0.3464646464646464
16,0.36478919631093554,0.5220178372352285,0.3797554347826087,0.41059282167828426,0.3175424357514538,0.24130434782608695,0.12608695652173915,0.06786407012309434,0.17482947114172412,0.2190630256798777,0.10299330943253407,0.0,0.051621505658563334,0.08040944004244444,0.043050467996993885,0.06829344297555362,0.03695185448829879,0.19362265182559854,0.037226576661283664,0.3581970482648584
17,0.6514550264550265,0.5268237934904602,0.5534336419753086,0.1988960665969721,0.33756565839454233,0.2326388888888889,0.1111111111111111,0.20743155608431305,0.3083177846793592,0.07386616163926814,0.0,0.0,0.04603483278085624,0.30542067928054856,0.24306777789593212,0.04657579774570416,0.044060730378622646,0.10232080475309946,0.0,0.3530092592592593
18,0.5861111111111112,0.4774305555555556,0.4530092592592593,0.5546067339459602,0.17351119018121802,0.24166666666666664,0.12152777777777778,0.3231058734673466,0.4995234246781859,0.2251788494776097,0.0,0.0,0.0714343017592115,0.25338921377995244,0.0821919984737509,0.14035262303659599,0.0,0.02952676368754846,0.027777777777777776,0.421875
19,0.4818181818181818,0.5907287157287157,0.3873737373737373,0.4468245743527303,0.39234837253456883,0.19772727272727272,0.10795454545454546,0.29642810664921426,0.36776629620463497,0.22861390344603472,0.0,0.05708368057603201,0.12022540539721223,0.06310102787806822,0.44133845023436374,0.1636298654285605,0.022727272727272728,0.0,0.10000530092133433,0.35592160133444534
